query_id,language,claim,gold_label,gold_evidence,retrieved_id,retrieved_language,retrieved_evidence,bm25_score,retrieved_exact_gold
afrifact_data_culture_hausa_426,hausa,Sheikh Qaribullah ya auri mata biyu yana da shekaru ashirin da biyu.,supports,"Kuma haka rayuwa ta kasance a gare shi har ya kai ga ,kuma abin mamaki, ya auri mata biyu yana da shekaru ashirin da biyu a 1982. Kamar yadda ba a saba gani ba, da ban mamaki, ko da yake halal ne,kamar daura auren mata biyu a lokaci guda - a wani lokaci, sun yi zaman jituwa tare, na wani lokaci kafin shi, Sheikh Qareebullah, ya yi auren mata fiye da ɗaya na gaske. Wannan aure (salon auren mata fiye da daya ),ba kamar yadda yake ba, sai da ya haifa masa ‘ya’ya goma sha tara.",afrifact_data_culture_hausa_422,hausa,"Kuma haka rayuwa ta kasance a gare shi har ya kai ga ,kuma abin mamaki, ya auri mata biyu yana da shekaru ashirin da biyu a 1982. Kamar yadda ba a saba gani ba, da ban mamaki, ko da yake halal ne,kamar daura auren mata biyu a lokaci guda - a wani lokaci, sun yi zaman jituwa tare, na wani lokaci kafin shi, Sheikh Qareebullah, ya yi auren mata fiye da ɗaya na gaske. Wannan aure (salon auren mata fiye da daya ),ba kamar yadda yake ba, sai da ya haifa masa ‘ya’ya goma sha tara.",39.126413053748756,False
afrifact_data_culture_yoruba_018,yoruba,Ọ̀kan nínú àwọn nǹkan tí ó wọ́pọ̀ nínú àwùjọ àwọn elédè Spanish àti ẹ̀sìn àwọn Cuban ni Aganjú.,supports,"Aganjú tàbí Aganyú ni òdò awon elédèè Spanish ni wón ń pè ní . Wón gbà pé ó ń ṣíṣe pọ̀ pẹ̀lú nínú Ẹsin ti àwọn Cuban, èyí tí wọ́n ń pè ní Santería. Wọ́n gbàgbọ́ pé Aganjú ni àjọṣe pẹ̀lú Òrìsà ṣàǹgó. Gẹ́gẹ́ bí Ọba ní Ọ̀yọ́ rí, Aganju jẹ́ ọmọ Ẹ̀gbọ́n Ṣàǹgó tí orúkọ rẹ̀ ń jẹ́ Àjàká. Èyí tí ó jẹ́ pé àwọn méjèèjì tí fi ìgbà kan jẹ́ Ọba ìlú Ọ̀yọ́ rí tí wọ́n ti ìpàṣẹ rẹ̀ di Òrìṣà tí wọ́n ń bọ.",afrifact_data_culture_yoruba_497,yoruba,"Awọn ere idaraya yii ma n jẹ ki ifẹ gbooro si laarin awọn ewe ati ọdọ ni agboole si agboole, ati wi pe, o ma n wu awọn ọmọde naa lati tete dagba ni kiakia, nitori naa ni wọn ṣe n ṣe awọn ere ohun. Erebọọlu lo pọ ju laarin awọn ọmọkunrin gẹgẹ bi ere ṣiṣe, amọ awọn ere ọmọde wọnyiii wa ti wọn tun kundun lati ma a ṣe, paapaa ti wọn ba de lati ile iwe ati labẹ osupa lalẹ ti wọn ba de ile. Awọn ere ọmọde to wọpọ laye igba kan: Ere Tẹ́ntẹ́: Ti wọn ba fẹ ṣe ere yii, awọn ọmọdebinrin a kọju si ara wọn, wọn a si ma a patẹwọ, ti wọn a si maa gbe ẹsẹ wọn bakan naa si orin Tẹ́ntẹ́ ti wọn ba n kọ.",45.27085106272166,False
afrifact_data_culture_yoruba_607,yoruba,Láàárín àwọn etíkun mẹ́ta ni Ìlú Badagry wà.,nei,Oṣìnlokùn àti àwọn alátìlẹyìn rẹ̀ dúró gẹ́gẹ́ bí i lòdì sí ìjọba Àdèlé. Èyí fà á kí òpin wá sí ìjọba Àdèlé ní 1819 nípasẹ̀ ẹ̀gbọ́n rẹ̀ Oṣìnlokùn. Ìṣẹ̀lẹ̀ yìí náà ni ó fà á kí Àdèlé sí kúrò ní Èkó lọ sí Badagry tí ó sì jẹ gẹ́gẹ́ bí olórí níbẹ̀.,afrifact_data_culture_yoruba_054,yoruba,"Àwọn ẹ̀yà Yorùbá Àkókó ni wọ́n kó ìdá ogún ó lé ẹ̀sún mẹ́ta (20.3%) nínú ìdá márùn ún tó lé ẹ̀sún meje (5.7%) ènìyàn tí wọn ń gbé ní . Ẹ̀Wẹ̀, agbègbè Àkókó ní ìjọba ìbílẹ̀ mẹ́rin, àwọn ni: , , àti , tí ó fi mọ́ tí ó wà ní àárín àti . Ilé ẹ̀kọ́ fásitì náà wà nílú Bákan náà ni ilé-ìwòsàn ti ìjọba ìpínlẹ̀ wà ní ìlú , nígbà tí ilé-ìwòsàn gbogbo-gbòò ti ìjọba náà wà ní ìlú àti ìlú .",18.392849301144686,False
afrifact_data_culture_igbo_117,igbo,Ọchịchị ime obodo a akaghị ịdị ire ma ọ bụrụ na ọ nweghị obodo mebere ya.,nei,"Obodo ndị mebere ọchịchị ime obodo bụ Akwu-Ukwu, Alor, Awka-Etiti, Ojoto, Nnokwa, Oba na Nnobi.",afrifact_data_culture_igbo_119,igbo,"Obodo ndị mebere ọchịchị ime obodo bụ Akwu-Ukwu, Alor, Awka-Etiti, Ojoto, Nnokwa, Oba na Nnobi.",30.792245172096273,False
afrifact_data_culture_igbo_069,igbo,Ala Igbo bụ sọ mma.,nei,"A mụrụ Osadebe na March 17, 1936, n'obodo Igbo dị na Atani na ndịda ọwụwa anyanwụ Naijiria.",afrifact_data_culture_igbo_302,igbo,"Ọrụ ugbo chọrọ mmiri, aja di mma na ala di larịị.",12.552371522223893,False
afrifact_data_culture_igbo_503,igbo,"Ogwashi Uku dị na mpaghara Anaocha nke Anambara steeti ma nwee ihe erughị mmadụ puku iri ise, narị abụọ na iri atọ na anọ.",refutes,"Ogwashi Uku , bụ obodo Igbo na . Ọ dị na ọdịda anyanwụ nke isi obodo steeti, Asaba ma bụrụ isi ụlọ ọrụ gọọmentị ime obodo, Aniocha South . Ndị bi na Ọgwashi-Ukwu dị ihe dị ka puku iri ise, narị abụọ na iri atọ na anọ. Ọnụ ọgụgụ ya abawanyela nke ukwuu. Ọ bụ na mpaghara Anioma nke Delta steeti, ndị na-asụ Igbo na ndị obodo ya bụ ndị Enuani . ",afrifact_data_culture_igbo_501,igbo,"Ogwashi Uku , bụ obodo Igbo na . Ọ dị na ọdịda anyanwụ nke isi obodo steeti, Asaba ma bụrụ isi ụlọ ọrụ gọọmentị ime obodo, Aniocha South . Ndị bi na Ọgwashi-Ukwu dị ihe dị ka puku iri ise, narị abụọ na iri atọ na anọ. Ọnụ ọgụgụ ya abawanyela nke ukwuu. Ọ bụ na mpaghara Anioma nke Delta steeti, ndị na-asụ Igbo na ndị obodo ya bụ ndị Enuani . ",60.45793267396556,False
afrifact_data_culture_igbo_488,igbo,N'ụlọ ọba ego ka Peter Obi na-arụ ọrụ tupu ọ banye na ndọrọ ndọrọ ọchịchị,supports,Obi bụ onyeisi oche nke Fidelity Bank tupu ọ hapụ ọnọdụ ahụ ịbanye na ndọrọ ndọrọ ọchịchị.,afrifact_data_culture_igbo_490,igbo,Obi bụ onyeisi oche nke Fidelity Bank tupu ọ hapụ ọnọdụ ahụ ịbanye na ndọrọ ndọrọ ọchịchị.,36.50833713482236,False
afrifact_data_culture_hausa_005,hausa,Muhammadu Buhari ya yi mulkin Nigeria a matsayin shugaban kasa na farar hula daga shekara 2015 zuwa shekarar 2023.,supports,"Muhammadu Buhari (17 Disamba 1942 – 13 Yuli 2025) ne wanda ya yi mulkin ƙasar a matsayin daga 2015 zuwa 2023. Soja ne mai matsayi na majo janar a , kuma ya shugabanci ƙasar a matsayin daga 31 Disamba 1983 zuwa 27 Agusta 1985. Buhari ya tsaya takarar shugaban ƙasa a Najeriya a ƙarƙashin jam’iyyar a zaɓen shugaban ƙasa na 2003 da na 2007, sannan kuma a ƙarƙashin jam’iyyar Congress for Progressive Change (CPC) a zaɓen shugaban ƙasa na 2011",afrifact_data_culture_hausa_002,hausa,"Muhammadu Buhari (17 Disamba 1942 – 13 Yuli 2025) ne wanda ya yi mulkin ƙasar a matsayin daga 2015 zuwa 2023. Soja ne mai matsayi na majo janar a , kuma ya shugabanci ƙasar a matsayin daga 31 Disamba 1983 zuwa 27 Agusta 1985. Buhari ya tsaya takarar shugaban ƙasa a Najeriya a ƙarƙashin jam’iyyar a zaɓen shugaban ƙasa na 2003 da na 2007, sannan kuma a ƙarƙashin jam’iyyar Congress for Progressive Change (CPC) a zaɓen shugaban ƙasa na 2011",42.04135360869868,False
afrifact_data_culture_igbo_156,igbo,Ndị Ideato South bụ ndị na-emepụta ihe a na-ere ere na nke a na-eri eri,supports,Ndị Ideato South bụ ndị ọrụ ugbo na-emepụta ihe ụgbọ a na-ere ere nakwa nke a na-eri eri.,afrifact_data_culture_igbo_154,igbo,Ndị Ideato South bụ ndị ọrụ ugbo na-emepụta ihe ụgbọ a na-ere ere nakwa nke a na-eri eri.,78.1447399532806,False
afrifact_data_culture_yoruba_333,yoruba,"Ìgbẹ̀mí ara-ẹni pọ̀ gidi gan-an ní orílẹ̀-èdè Amẹ́ríkà, ìwádìí sì fi lélẹ̀ pé èyí wọ́pọ̀ láàárín àwọn ènìyàn tó ti fìgbà kan ni àìsàn ọpọlọ.",supports,"Bakan naa, ibudo orilẹede Amẹrika to n boju to itju aisan na ni akọsilẹ to sọ pe ẹgbẹrun mẹtadinlaadọta eeyan lo gba ẹmi ara wọn nilẹ amẹrika lọdun 2017 eyi si ni ohun to n ṣokunfa iku awọn ara Amẹrika larin ọdun mẹwaa si mẹrinlelọgbọn. Gbigba ẹmi ara ẹni lee nidi ṣugbọn o maa ni ibaṣepọ to nipọn pẹlu ilera ọpọlọ paapaa iporuru kan. ""Ida aadọrun awọn to gbẹmi ara wọn lo ti ni itan aisan to ni ṣe pẹlu ọpọlọ ri tabi iṣoro fifi ipa mu ni lasiko iku wọn Ohun ti awọn Bridgewath Angels n se ni lati dena gbigba ẹmi ara ẹni.",afrifact_data_culture_yoruba_558,yoruba,"Garri flour Cooked garri ( ) on a plate in Cameroon Whole cassava tubers Peeled cassava pieces Ní ẹkùn ìwọ̀ oòrùn , gaàrí (tí a tún mọ̀ sí gari , galli , tàbí gali ) ó jẹ́ ìyẹ̀fun tí a rí láti ara ẹ̀gẹ́. Nínú èdè , gaàrí túmọ̀ sí ìyẹ̀fun ti , , , , , àti . Fún àpẹẹrẹ, garin dawa jẹ́ èyí tí a rí láti ara , garin masara àti garin alkama jẹ́ èyí tí a rí láti àti wíìtì bákan náà, nígbà tí garin magani jẹ́ irinṣẹ́ ìyẹ̀fun. A máa ń pò ó papọ̀ mọ́ omi tútù àti omi gbígbóná ní àwọn orílẹ̀-èdè kan ní ilẹ̀ bíi: , , , , , àti . Ẹ̀gẹ́, èyí tí ó jẹ́ egbò tí a ti rí gaárí , ó kún fún àwọn èròjà tí ó pọ̀. Gaàrí tún fara jọ tí orílẹ̀-èdè , tí wọ́n máa ń lò láti pèsè àwọn onírúurú oúnjẹ, pàápàá jùlọ ní Ìpínlẹ̀ . Bí a ṣe ń ṣe é [ | ] Process of garri making Láti ṣe ìyẹ̀fun gaàrí , a máa wú , bẹ ẹ́, lẹ́yìn náà ni a máa fọ̀ ọ́ tónítóní kí á tó gún un. A le fi òróró sí i kí a tó dà á sínú àpò, lẹ́yìn náà ni a máa gbé e sí abẹ̀ ẹ̀rọ tí a fi máa fún un fún wákàtí kan sí wákàtí mẹ́rìnlélógún láti fún àwọn omi tí ó wà lára rẹ̀. Lẹ́yìn tí ó bá gbẹ tán ni a máa yan án nínú agbada ńlá, a le fi òróró sí i tàbí kí a má fi sí i. Lẹ́yìn èyí ni ó máa fún wa ní Gaàrí, a le rọ́ pamọ́ fún ọjọ́ pípẹ́. A le gún un lódó tàbí kí á lọ̀ ọ́ lẹ́rọ láti fún wa ní ìyẹ̀fun. Gaàrí pín sí oríṣiríṣi, lébú, èyí tí kò kúná àti èyí tí kò kùnà púpọ̀, èyí tí a le lò láti ṣe onírúurú oúnjẹ.",50.88060686015871,False
afrifact_data_culture_yoruba_638,yoruba,"Síbẹ̀, ìgbàgbọ́ wọn nípa Jésù ò yàtọ̀ síra nítorí gbogbo wọn ló gbà pé olùgbàlà ni Jésù.",refutes,Onírúurú ìjọ onìgbàgbọ́ ló ní orísìírísìí ìtumọ̀ fún bibeli torí ìdí eyi onírúrú ìlànà èsìn ni ìjọ kọ̀ọ̀kan ní. Àtí pé ìgbàgbọ wọn nípa ohun tí Jésù jẹ́ yàtọ̀ díèdíẹ̀ síbèsíbè gbogbo wọn gbà pé olùgbàlà ni Jésù.,afrifact_data_culture_yoruba_638,yoruba,Onírúurú ìjọ onìgbàgbọ́ ló ní orísìírísìí ìtumọ̀ fún bibeli torí ìdí eyi onírúrú ìlànà èsìn ni ìjọ kọ̀ọ̀kan ní. Àtí pé ìgbàgbọ wọn nípa ohun tí Jésù jẹ́ yàtọ̀ díèdíẹ̀ síbèsíbè gbogbo wọn gbà pé olùgbàlà ni Jésù.,70.16223495223454,True
afrifact_data_culture_yoruba_296,yoruba,"Ìjọba ìpínlẹ̀ Ọ̀yọ́ rán àwọn ọlọ́pàá sí agbègbè tí àwọn ọmọ onílẹ̀ ti ń ṣọṣẹ́ yìí, tí wọ́n sì kó àwọn jàǹdùkú náà lọ sí àgọ́ ọlọ́pàá lá ti fi wọ́n sí àtìmọ́lẹ́. ",nei,"Awọn ara adugbo naa ti wa rọ ijọba ipinlẹ Ọyọ lati tete da si ọrọ naa tori kii se igba akọkọ ree ti awọn ọmọ onilẹ yoo wa maa dun mahuru-mahuru mọ wọn lori ilẹ ti wọn ti ra lati ọdun gbọọrọ. Gẹgẹ bi iroyin naa ti wi, nigba ti BBC Yoruba kan si agbẹnusọ fun ileesẹ ọlọpa nipinlẹ Ọyọ, Olugbenga Fadeyi lati gbọ tẹnu rẹ, o ni ka pe oun pada laipẹ.",afrifact_data_culture_yoruba_345,yoruba,"""Ọpọlọpọ nkan lati n ṣe bayii lati ri i pe ọrọ ijinigbe di afisẹyin ti eegun n fiṣọ. Ati fi kun awọn ọlọpa to n duro loju ọna. Bakan naa ni a ti pe awọn miran ti kii ṣe ọlọpa mọra lati ran wa lọwọ. Ohun ti a fẹ lati ọdọ araalu ni pe ki wọn maa ta wa lolobo, gbadura fun wa, ki wọn si mu suuru diẹ fun wa, ao ṣiṣẹ naa bi iṣẹ A ko mọ boya awọn ajinigbe ti kan si awọn mọlẹbi awọn ti wọn ji gbe, nitori ileeṣẹ ọlọpa kii lọwọ si. Idi ni pe ọpọlọpọ ọdaran yoo maa lo anfaani pe ileeṣẹ ọlọpa faaye gba sisan owo fun ajinigbe lati maa ṣiṣẹ ibi. Ti a ba fun ẹnikan lowo loni, ẹlomii yoo tun wo awokọṣe naa lati ji ẹlomiran gbe. A si maa n rọ awọn araalu lati fi to wa leti ti awọn ajinigbe ba kan si wọn, ṣugbọn o ṣeni laanu pe mọlẹbi awọn ti wọn ba ji gbe kii ṣọ fun wa lasiko ti wọn ba kan si wọn tabi san owo itusilẹ.""",61.391048680347716,False
afrifact_data_culture_hausa_786,hausa,Mista Jonathan ya zargin Obama da David Cameron da yunƙurin kifar da gwamnatinsa.,supports,"Mista Jonathan ya ce ba anan kadai Amurka ta tsaya ba wajen yunkurin kifar da gwamnatinsa, har ta kai Shugaba Obama ya shawo kan firaministan Burtaniya David Cameron ya mara masa baya duk da kyakkyawar dangantakar da ke tsakanin Jonathan da Cameron",afrifact_data_culture_hausa_781,hausa,"Mista Jonathan ya ce ba anan kadai Amurka ta tsaya ba wajen yunkurin kifar da gwamnatinsa, har ta kai Shugaba Obama ya shawo kan firaministan Burtaniya David Cameron ya mara masa baya duk da kyakkyawar dangantakar da ke tsakanin Jonathan da Cameron",57.225212087524966,False
afrifact_data_culture_yoruba_092,yoruba,"Jọ̀lọ́ọ̀fù jẹ́ oúnjẹ kan tí kò nílò iyọ̀, magí, kọrí tàbí táìmù láti sè é.",refutes," Àwọn èròjà [ | ] Jollof rice with fish, plantains, cucumber, and tomatoes. Ìrẹsì jọ̀lọ́fu jẹ́ àpapọ̀ ìrẹsì, òróró, ẹfọ bíi tòmáatì, Àlùbósà,ata rodo, Ata ilé, Aáyù, ata ṣœm̀bọ̀. Láti lè jẹ́ kí ô pọ́n-ọ́n, wọn á má fí tòmáatì sí. Bákan náà ní wọn á máa fí awọn èròjà dídùn bíi, iyọ̀, magí, àwọn spices mìíràn bí curry, àti táàmù lati tún bọ̀ jẹ́ kì ó ta sán sán.",afrifact_data_culture_yoruba_434,yoruba,"Ṣugbọn iṣẹlẹ buruku kan waye ni ọjọ kan. Iya Oladele jẹ ẹnikan lara awọn obinrin inu ijọ naa ni owo, ti ko si ri i san. Ni obinrin naa ba wa sile wọn, to si pariwo le iya rẹ lori lati san owo naa. Ibi ti ariwo ti n waye ni obinrin naa ti ya aṣọ kan ṣoṣo ti iya Oladele maa n wọ jade, mọ ọ lọrun. Oladele sọ pe iṣẹlẹ naa mu itiju ati ibanujẹ ba oun. Eyi lo si mu ko pinnu lati ma lọ si ṣọọṣi naa mọ, nitori itiju. The New Pandemic: Kíni àwọn onímọ̀ sáyẹ́ńsì ń sọ nípa rẹ̀? Eyi lo mu ko darapọ mọ ijọ Cele kan ti ko jinna si ile wọn. Gẹgẹ bi ẹni to mọ ilu lilu, Oladele bẹrẹ si ni ba wọn lu ilu ninu ijọ naa. Kẹrẹ-kẹrẹ, lo ba di ọmọ ijọ Celestial. O ni kii ṣe idaamu, tabi aisan lo gbe oun de inu ijọ alaṣọ funfun. Nibẹ lo ti bẹrẹ si ni 'gun oke ẹmi', ti ko si ni mọ nkan to n lọ ni ayika rẹ fun bi ọjọ meje, lai mu omi tabi jẹun, to si sọ n sọ asọtẹlẹ. O si ti n ṣiṣẹ alufaa ijọ Cele fun ọdun mẹrinla gbako. Afojusun rẹ si ni lati da yatọ si awọn ijọ Cele yooku, nipa iwaasu ati isẹsi wọn.",22.3906874393169,False
afrifact_data_culture_yoruba_429,yoruba,Sanusi ṣàlàyé pé Ọlọ́run ti kọ ọ́ wí pé òun yóò jẹ́ Ọba Kano bẹ́ẹ̀ náà sì ni àkọsílẹ̀ wà wí pé wọn yóò yọ òun.,supports,"Èyí ni fídíò bí wọ́n ṣe fi bàálù gbé Emir Sanusi kúrò ní ìpínlẹ̀ Nasarawa Iroyin kan to tẹwa lọwọ sọ pe wọn ti gbe Emir ilu Kano tẹlẹ, Sanusi Lamido Sanusi kuro ni ipinlẹ Nasarawa lọ si ibi ti ẹnikẹni ko mọ. Iroyin naa sọ pe baalu ayara fefe ẹlikọpita ni wọn fi gbe kuro ni abule Loko ti wọn fi pamọ si lati ọjọ Aje. Wọ́n ti gbé Emir Kano tẹ́lẹ̀, Sanusi Lamido kúrò ní Nasarawa lọ síbi tẹ́nìkan kò mọ̀ Ọjọ Aje ni gomina ipinlẹ Kano rọ Emir Sanusi l'oye, ti wọn si tun le kuro nilu Kano lọ si Nasarawa. Ao ma a mu wa fun yin bi nkan ba tun ṣe n lọ. Sanusi ní òun ti gba kádàrá ṣùgbọ́n agbẹjọ́rò rẹ̀ ní àwọn ṣì lè gba ilé ẹjọ́ lọ Emir ana ilu Kano Sanusi Lamido Sanusi ni oun ti gba kadara iyọnipo to ṣẹlẹ si oun gẹgẹ bi amuwa lati ọdọ Ọlọrun. Sanusi fi ọrọ yi sita ninu fọnran fidio kan to ṣe ki o to fi afin rẹ nilu Kano silẹ lọjọ Aje. Ninu fidio naa Sanusi sọ ni ede Hausa pe ''Ọlọrun ti kọ wi pe oun yoo jẹ́ ọba Kano bẹẹ naa si ni akọsilẹ wa wi pe wọn yoo yọ oun.'' O ni ''Inu mi dun mo si dupẹ.Mo ki ẹnikẹni ti wọn ba gbe oye naa fun ku orire.",afrifact_data_culture_yoruba_428,yoruba,"Èyí ni fídíò bí wọ́n ṣe fi bàálù gbé Emir Sanusi kúrò ní ìpínlẹ̀ Nasarawa Iroyin kan to tẹwa lọwọ sọ pe wọn ti gbe Emir ilu Kano tẹlẹ, Sanusi Lamido Sanusi kuro ni ipinlẹ Nasarawa lọ si ibi ti ẹnikẹni ko mọ. Iroyin naa sọ pe baalu ayara fefe ẹlikọpita ni wọn fi gbe kuro ni abule Loko ti wọn fi pamọ si lati ọjọ Aje. Wọ́n ti gbé Emir Kano tẹ́lẹ̀, Sanusi Lamido kúrò ní Nasarawa lọ síbi tẹ́nìkan kò mọ̀ Ọjọ Aje ni gomina ipinlẹ Kano rọ Emir Sanusi l'oye, ti wọn si tun le kuro nilu Kano lọ si Nasarawa. Ao ma a mu wa fun yin bi nkan ba tun ṣe n lọ. Sanusi ní òun ti gba kádàrá ṣùgbọ́n agbẹjọ́rò rẹ̀ ní àwọn ṣì lè gba ilé ẹjọ́ lọ Emir ana ilu Kano Sanusi Lamido Sanusi ni oun ti gba kadara iyọnipo to ṣẹlẹ si oun gẹgẹ bi amuwa lati ọdọ Ọlọrun. Sanusi fi ọrọ yi sita ninu fọnran fidio kan to ṣe ki o to fi afin rẹ nilu Kano silẹ lọjọ Aje. Ninu fidio naa Sanusi sọ ni ede Hausa pe ''Ọlọrun ti kọ wi pe oun yoo jẹ́ ọba Kano bẹẹ naa si ni akọsilẹ wa wi pe wọn yoo yọ oun.'' O ni ''Inu mi dun mo si dupẹ.Mo ki ẹnikẹni ti wọn ba gbe oye naa fun ku orire.",50.15241876825707,False
afrifact_data_culture_igbo_096,igbo,"Osikapa bụ otu nri ga-abụ ihe kọgodu gị elu kọọ gị ala, i gote ya, ị ga-atụkwasịnwu ya ihe ọbụla were rie ya.",supports,"Osikapa bụ otu nri ọ na-abụ ego kọgodu gị elu kọọ gị ala, e nwee etu i si hụ obere ego jiri gote ya, ị ga-atụkwasịnwu ya ihe ọbụla were rie ya.",afrifact_data_culture_igbo_095,igbo,"Osikapa bụ otu nri ọ na-abụ ego kọgodu gị elu kọọ gị ala, e nwee etu i si hụ obere ego jiri gote ya, ị ga-atụkwasịnwu ya ihe ọbụla were rie ya.",127.24240971315434,False
afrifact_data_culture_hausa_199,hausa,Zuwan turawan mulkin mallaka ya taimaka wurin musuluntar sarakunan gargajiya na Kano.,refutes,"Bayan zuwan Musulunci a ƙarni na 14 zuwa 15, muhimmancin Dutsen Dala wajen bauta ya ragu, domin sarakunan Kano suka rungumi Musulunci.",afrifact_data_culture_hausa_204,hausa,"Bayan zuwan Musulunci a ƙarni na 14 zuwa 15, muhimmancin Dutsen Dala wajen bauta ya ragu, domin sarakunan Kano suka rungumi Musulunci.",22.29879956960155,False
afrifact_data_culture_igbo_531,igbo,Ndị niile jigoro ọkwa onye isi ọrụ ndị Amị (COAS) nke Naịjirịa na ndị ezinụlọ ha na-aga ala bekee ga biri.,nei,"Azụbụike Ihejirika, CFR (Amụrụ Febuwarị 13, 1956) bụ onye gara ezumike nká Amị Naịjirịa, onyeisi jenaral na onye bụbu Onye isi ọrụ Amị.",afrifact_data_culture_igbo_530,igbo,"Ọ nweela ọtụtụ nturu ugo na nkwanye ugwu n'etiti ndị a, Ọchịagha nke gọọmentị etiti, CFR onye nyere , Onye isi ala nke gọọmentị etiti Naịjirịa The Forces Service Star (FSS) nke ndị Amị nyere ya. (FSS) onyinye Meritorious Service Star (MSS) nke ndị agha Naịjirịa nyere . Distinguished Service Star (DSS) nke ndị agha Naịjirịa nyegoro ha . Grand Service Star (GSS) nke ndị Amị Naịjirịa nyere ya. Passed Staff College(psc (+)) nke ndị agha Naịjirịa ",37.99748317572203,False
afrifact_data_culture_igbo_253,igbo,"Nwankwo Kanu abụghị onye nwe igwe onyonyo nke Kanu Sports, ụlọ ọrụ igwe onyonyo egwuregwu Ịntanetị.",refutes,"Ọ bụkwa onye nwe igwe onyonyo nke Kanu Sports, ụlọ ọrụ igwe onyonyo egwuregwu Ịntanetị.",afrifact_data_culture_igbo_255,igbo,"Ọ bụkwa onye nwe igwe onyonyo nke Kanu Sports, ụlọ ọrụ igwe onyonyo egwuregwu Ịntanetị.",104.05081695232987,False
afrifact_data_culture_yoruba_703,yoruba,Orílẹ̀-èdè Nàìjíríà jẹ́ mímọ̀ fún àwọn àṣà ní mèremère.,nei,"Nàìjíríà bẹ̀rẹ̀ sí ní lọ owó náírà ní ọjọ́ kìíní oṣù kìíní ọdún 1973, wọ́n pààrọ̀ owó tí Nàìjíríà ń lò tẹ́lẹ̀. Owó yìí ni Pọ́nhùn kan(£1) tí a ṣe sí náírà meji.",afrifact_data_culture_yoruba_595,yoruba,"Ìjàkadì jẹ́ àjọ̀dún àṣà ọlọ́dọọdún ní ìlú Ọ̀fà, ní ìjọba ìpínlẹ̀ Kwara, ní orílẹ̀-èdè , pẹ̀lú èròǹgbà làti ṣe ìgbéga fún àṣà Yorùbá ní orílẹ̀-èdè Nàìjíríà. Gbólóhùn 'Ìjàkadì' ní ìtumọ̀ tirẹ̀, ó túmọ̀ sí 'Ìjà ká dì mọ́ra ẹni' èyí tí ó ní ipa pàtàkì nínú ìtàn ìlú Ọ̀fà.",29.56229007907175,False
afrifact_data_culture_hausa_010,hausa,An haifi shehu Shagari a watan Mayu na shekarar 1960.,refutes,"An haife shi a ranar ashirin da biyar 25 ga watan Fabrairu, shekara ta alif ɗari tara da ashirin da biyar 1925 a garin , (a yau ) , ya kuma rasu ne a ranar ashirin da takwas 28 ga watan Disamba, shekara ta dubu biyu da sha takwas 2018 bayan jinya da gajeriyar rashin lafiya da yayi a wani asibiti dake",afrifact_data_culture_hausa_007,hausa,"Shehu Shagari ya zama a watan Oktoban shekara ta alif dari tara da Saba'in da tara (1979), inda yayi mulki har zuwa Disamban shekara ta alif da dari tara da tamanin da uku (1983), wanda sojoji suka kwace mulki a hunnunsa, a jagorancin . Shehu Shagari shine shugaban Najeriya da ya hau mulki ta sanadiyar zaɓe na farko.",20.05487078524178,False
afrifact_data_culture_yoruba_564,yoruba,"Ní ọdún 2006, àpapọ̀ iye enìyàn tó wà ní Àgbádárìgì jẹ́ 241,093 gẹ́gẹ́ bí ètò ìkànìyàn.",supports,"Gẹ́gẹ́bí àkọsílẹ̀ ètò ìkànìyàn ọdún 2006, àpapọ̀ iye enìyàn tó wà ní Àgbádárìgì jẹ́ 241,093.",afrifact_data_culture_yoruba_563,yoruba,"Gẹ́gẹ́bí àkọsílẹ̀ ètò ìkànìyàn ọdún 2006, àpapọ̀ iye enìyàn tó wà ní Àgbádárìgì jẹ́ 241,093.",107.38548753293323,False
